GbGDiv results table from '25MYCO-table-tY' records table.
Created at 12:21, on Fri 29 Apr, 2016
Isolates record reviewed: 11
Software version: 0.9

Locus	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA
"MYCO000001"	5	0	2	2	1524	1524	1524	1522	505	0.00131233595800525	-0.00335742243357406	0.00131233595800525	0.00590551181102362	1	4.5
"MYCO000005"	2	0	6	5	2028	2034	2029.2	1491	575	0.00295683027794205	-0.00171292811363726	0.265227675931402	0.149911295091662	0.833333333333333	0.565217391304348
"MYCO000006"	1	0	8	8	2517	2520	2518.5	1825	716	0.00317649394480842	-0.00149326444677089	0.27536231884058	0.14711137581894	1	0.534246575342466
"MYCO000009"	0	0	6	6	528	549	545	357	132	0.0110091743119266	0.0063394159203473	0.344954128440367	0.273394495412844	1	0.792553191489362
"MYCO000011"	1	0	5	4	264	282	277.5	166	61	0.018018018018018	0.0133482596264387	0.401801801801802	0.340540540540541	0.8	0.847533632286996
"MYCO000013"	2	0	6	5	687	699	691.8	484	179	0.00867302688638335	0.00400326849480404	0.300375831165077	0.22376409366869	0.833333333333333	0.744947064485082
"MYCO000015"	5	0	3	2	1296	1296	1296	1294	430	0.00231481481481481	-0.00235494357676449	0.00154320987654321	0.00462962962962963	0.666666666666667	3
"MYCO000016"	1	0	5	4	1476	1479	1476.75	956	354	0.00338581344167936	-0.00128394494989994	0.352632469950906	0.280853224987303	0.8	0.796447431589054
"MYCO000017"	1	0	5	5	1410	1413	1410.6	892	332	0.00354459095420388	-0.00112516743737542	0.367644973770027	0.293917481922586	1	0.79946008484381
"MYCO000019"	0	0	6	5	465	468	467.4	281	111	0.0128369704749679	0.0081672120833886	0.39880188275567	0.287548138639281	0.833333333333333	0.721030042918455
"MYCO000002"	4	0	3	3	1209	1209	1209	951	341	0.00248138957816377	-0.00218836881341553	0.213399503722084	0.153846153846154	1	0.72093023255814
"MYCO000003"	1	0	7	7	1149	1158	1156.71428571429	621	235	0.00605162405829317	0.00138186566671387	0.463134494257134	0.390515005557616	1	0.843200000000001
"MYCO000004"	5	0	2	2	564	564	564	563	186	0.00354609929078014	-0.00112365910079916	0.00177304964539007	0.0106382978723404	1	6
"MYCO000007"	5	0	2	2	915	915	915	914	303	0.00218579234972678	-0.00248396604185253	0.00109289617486339	0.00655737704918033	1	6
"MYCO000008"	5	0	2	2	438	438	438	437	144	0.0045662100456621	-0.000103548345917205	0.00228310502283105	0.0136986301369863	1	6
"MYCO000010"	6	0	1	1	426	426	426	0	0	0.00234741784037559	-0.00232234055120372	1	1	1	1
"MYCO000012"	5	0	4	4	789	789	789	786	259	0.00506970849176172	0.000399950100182418	0.00380228136882129	0.0152091254752852	1	4
"MYCO000014"	1	0	6	5	1878	1881	1880.4	1206	433	0.00319081046585833	-0.00147894792572098	0.358647096362476	0.309189534141672	0.833333333333333	0.862099644128114
"MYCO000018"	5	0	3	3	1545	1545	1545	1541	511	0.00194174757281553	-0.00272801081876377	0.00258899676375405	0.00776699029126214	1	3
"MYCO000020"	4	0	5	4	1566	1599	1578.75	1260	421	0.00316706254948535	-0.00150269584209395	0.201900237529691	0.2	0.8	0.990588235294118
"MYCO000021"	5	0	2	2	969	969	969	968	321	0.00206398348813209	-0.00260577490344721	0.00103199174406605	0.00619195046439629	1	6
"MYCO000022"	5	0	1	1	420	420	420	0	0	0.00238095238095238	-0.00228880601062693	1	1	1	1
"MYCO000023"	3	0	3	3	771	789	783	613	219	0.00383141762452107	-0.000838340767058233	0.217113665389527	0.160919540229885	1	0.741176470588235
"MYCO000024"	6	0	1	1	846	846	846	0	0	0.00118203309692671	-0.00348772529465259	1	1	1	1
"MYCO000025"	6	0	2	2	363	363	363	362	119	0.00550964187327824	0.000839883481698931	0.00275482093663912	0.0165289256198347	1	6
